touch_id,customer_id,campaign_id,interaction_date,action,device
177,2027,31,2024-11-02,Open,Mobile
178,4136,36,2024-11-07,Ignore,Desktop
179,637,16,2024-11-08,Ignore,Desktop
180,2198,1,2025-06-02,Ignore,Desktop
181,5554,9,2025-05-20,Open,Desktop
182,4448,17,2024-08-30,Open,Tablet
183,1819,8,2024-05-22,Open,Mobile
184,5071,36,2024-09-09,Open,Tablet
185,7284,10,2023-04-07,Ignore,Tablet
186,7955,34,2025-04-01,Open,Mobile
187,478,7,2026-02-19,Click,Desktop
188,3934,21,2024-09-29,Open,Mobile
189,208,28,2024-11-25,Signup,Mobile
190,2580,22,2026-01-17,Ignore,Mobile
191,213,34,2025-04-11,Ignore,Mobile
192,7193,10,2023-03-29,Click,Tablet
193,3001,31,2024-08-02,Signup,Mobile
194,4914,37,2025-10-15,Open,Desktop
195,3421,36,2024-12-03,Click,Mobile
196,408,24,2023-12-28,Open,Desktop
197,2957,8,2024-06-22,Ignore,Mobile
198,6587,29,2023-03-29,Click,Mobile
199,3675,21,2024-10-30,Click,Mobile
200,5692,35,2023-02-13,Open,Mobile
201,5253,14,2025-09-09,Click,Tablet
202,2166,4,2025-12-23,Open,Tablet
203,143,9,2025-05-26,Open,Tablet
204,4428,30,2025-12-05,Signup,Desktop
205,1168,27,2023-05-19,Open,Tablet
206,4904,38,2024-03-10,Ignore,Tablet
207,7522,14,2025-09-27,Open,Tablet
208,707,18,2023-07-27,Open,Mobile
209,2753,11,2024-07-27,Ignore,Mobile
210,101,4,2025-12-17,Click,Mobile
211,7612,24,2023-11-14,Ignore,Mobile
212,5571,35,2023-03-27,Ignore,Tablet
213,5146,13,2023-06-03,Ignore,Desktop
214,2080,26,2025-07-26,Open,Tablet
215,3719,9,2025-05-14,Open,Desktop
216,1527,13,2023-07-06,Ignore,Desktop
217,5265,28,2024-10-28,Click,Mobile
218,3850,37,2025-08-27,Open,Mobile
219,7006,8,2024-05-20,Ignore,Tablet
220,3507,37,2025-09-12,Click,Desktop
221,1737,4,2025-12-04,Open,Tablet
222,2274,15,2025-10-23,Ignore,Desktop
223,548,4,2025-12-08,Click,Mobile
224,3648,24,2023-12-17,Open,Tablet
225,5579,8,2024-06-21,Open,Desktop
226,3501,2,2025-01-08,Ignore,Mobile
227,7355,4,2025-11-20,Ignore,Mobile
228,7873,10,2023-05-31,Click,Tablet
229,3770,39,2024-08-10,Ignore,Tablet
230,6383,5,2026-02-11,Open,Tablet
231,2036,6,2025-08-21,Signup,Desktop
232,760,23,2024-03-29,Ignore,Mobile
233,5249,24,2023-11-24,Click,Mobile
234,7449,8,2024-07-19,Click,Desktop
235,1366,28,2024-11-04,Ignore,Desktop
236,7640,32,2026-02-06,Ignore,Tablet
237,2053,10,2023-05-25,Click,Tablet
238,2031,30,2026-01-01,Ignore,Tablet
239,6763,27,2023-05-07,Ignore,Mobile
240,2499,34,2025-03-06,Ignore,Desktop
241,5039,23,2024-02-14,Open,Tablet
242,5530,6,2025-09-28,Click,Mobile
243,1369,29,2023-03-24,Open,Mobile
244,7788,39,2024-07-21,Ignore,Mobile
245,6861,8,2024-05-17,Ignore,Desktop
246,3974,12,2024-02-26,Ignore,Tablet
247,4592,8,2024-06-09,Open,Mobile
248,6844,21,2024-11-09,Click,Desktop
249,18,22,2026-01-08,Click,Mobile
250,1572,27,2023-03-29,Click,Desktop
251,7156,22,2026-02-05,Open,Mobile
252,7054,10,2023-05-07,Ignore,Tablet
253,7726,19,2024-09-25,Ignore,Tablet
254,5620,4,2025-11-26,Open,Tablet
255,2619,23,2024-01-24,Signup,Tablet
256,4540,26,2025-06-21,Ignore,Tablet
257,1334,33,2023-05-17,Open,Desktop
258,2239,31,2024-10-09,Signup,Tablet
259,4358,31,2024-10-19,Ignore,Tablet
260,1820,34,2025-02-28,Open,Mobile
261,505,25,2023-04-17,Ignore,Tablet
262,2828,40,2024-02-11,Ignore,Mobile
263,4357,4,2025-12-26,Signup,Desktop
264,2137,2,2024-12-18,Click,Desktop
265,5924,38,2024-03-12,Ignore,Tablet
266,5183,26,2025-06-06,Open,Tablet
267,691,15,2025-10-12,Open,Desktop
268,3274,23,2024-01-25,Ignore,Mobile
269,6803,33,2023-06-04,Open,Desktop
270,3747,25,2023-06-02,Open,Desktop
271,1310,10,2023-05-20,Ignore,Tablet
272,2480,4,2025-10-11,Open,Desktop
273,936,5,2026-03-09,Signup,Tablet
274,5710,35,2023-03-17,Open,Desktop
275,2795,36,2024-11-18,Open,Desktop
276,928,19,2024-09-10,Click,Mobile
277,4000,8,2024-04-26,Open,Mobile
278,5832,22,2026-02-20,Open,Desktop
279,1865,7,2026-04-10,Signup,Desktop
280,3873,14,2025-09-20,Open,Desktop
281,5426,15,2025-10-25,Click,Desktop
282,2715,37,2025-08-29,Click,Mobile
283,2869,9,2025-05-13,Ignore,Tablet
284,235,31,2024-09-13,Ignore,Desktop
285,5626,3,2023-10-19,Open,Mobile
286,1237,39,2024-09-07,Signup,Mobile
287,4712,21,2024-11-25,Open,Desktop
288,6019,27,2023-05-07,Open,Desktop
289,2325,40,2024-01-13,Click,Tablet
290,7781,30,2026-01-05,Open,Desktop
291,1958,12,2024-05-01,Open,Mobile
292,6253,18,2023-09-03,Click,Desktop
293,1709,12,2024-05-08,Click,Tablet
294,2473,5,2026-02-06,Signup,Desktop
295,5795,24,2023-12-18,Ignore,Mobile
296,5954,3,2023-10-02,Open,Tablet
297,3885,36,2024-10-20,Open,Desktop
298,1837,26,2025-07-01,Ignore,Tablet
299,6510,27,2023-05-04,Click,Tablet
300,442,29,2023-04-05,Ignore,Tablet
301,2807,35,2023-03-07,Ignore,Mobile
302,7051,26,2025-06-24,Open,Tablet
303,2718,17,2024-11-20,Click,Desktop
304,7394,11,2024-08-05,Ignore,Mobile
305,3056,32,2026-03-21,Ignore,Mobile
306,1083,6,2025-07-26,Click,Desktop
307,5709,12,2024-05-12,Open,Mobile
308,3771,11,2024-08-19,Open,Desktop
309,7992,25,2023-04-18,Ignore,Desktop
310,6037,18,2023-09-02,Ignore,Mobile
311,5319,7,2026-03-05,Open,Tablet
312,384,25,2023-04-10,Signup,Desktop
313,3176,35,2023-03-22,Signup,Tablet
314,6012,17,2024-08-18,Click,Desktop
315,1749,3,2023-10-24,Ignore,Tablet
316,7473,28,2024-11-16,Ignore,Mobile
317,5729,39,2024-08-28,Open,Desktop
318,698,12,2024-05-04,Open,Tablet
319,2633,6,2025-07-05,Open,Desktop
320,5870,11,2024-08-04,Ignore,Mobile
321,6757,16,2024-10-05,Signup,Desktop
322,6879,34,2025-02-15,Ignore,Tablet
323,6568,35,2023-03-08,Ignore,Mobile
324,6992,11,2024-09-06,Ignore,Tablet
325,4214,10,2023-03-29,Ignore,Mobile
326,3720,1,2025-07-06,Signup,Desktop
327,1635,19,2024-07-30,Ignore,Desktop
328,1719,22,2026-02-12,Click,Desktop
329,5066,31,2024-10-29,Ignore,Mobile
330,6922,8,2024-07-14,Open,Tablet
331,6093,18,2023-08-03,Ignore,Desktop
332,6538,23,2024-02-14,Open,Tablet
333,465,12,2024-02-25,Ignore,Tablet
334,3511,34,2025-03-21,Click,Desktop
335,7253,35,2023-03-23,Open,Mobile
336,2027,2,2024-12-17,Open,Mobile
337,5792,1,2025-06-28,Ignore,Tablet
338,7365,23,2024-03-15,Signup,Mobile
339,3933,40,2023-12-30,Ignore,Mobile
340,2185,14,2025-09-17,Click,Mobile
341,4465,9,2025-05-15,Ignore,Tablet
342,1204,39,2024-09-21,Open,Mobile
343,6301,22,2026-01-29,Click,Tablet
344,2375,10,2023-03-29,Ignore,Desktop
345,6272,27,2023-04-11,Open,Tablet
346,6983,11,2024-08-16,Ignore,Mobile
347,2096,37,2025-08-23,Click,Mobile
348,2769,6,2025-09-12,Open,Desktop
349,5840,38,2024-02-13,Open,Tablet
350,1400,40,2024-01-17,Ignore,Mobile
351,5217,34,2025-02-05,Ignore,Desktop
352,1912,5,2026-02-18,Ignore,Tablet
353,6137,33,2023-05-21,Open,Tablet
354,4223,11,2024-07-31,Open,Tablet
355,3345,7,2026-02-19,Signup,Desktop
356,1993,34,2025-04-09,Open,Tablet
357,7305,10,2023-03-27,Signup,Desktop
358,7311,34,2025-02-11,Click,Tablet
359,7356,2,2025-01-11,Click,Tablet
360,2997,12,2024-03-28,Click,Desktop
361,5393,37,2025-08-28,Click,Mobile
362,2669,20,2024-01-08,Click,Mobile
363,323,37,2025-10-07,Ignore,Tablet
364,6929,27,2023-05-16,Ignore,Tablet
365,4608,32,2026-01-13,Open,Tablet
366,5640,21,2024-11-26,Click,Mobile
367,6292,9,2025-05-17,Ignore,Mobile
368,3378,33,2023-06-07,Click,Desktop
369,1227,40,2024-01-27,Click,Tablet
370,6295,2,2024-12-06,Open,Desktop
371,6383,16,2025-01-04,Open,Mobile
372,4853,2,2024-11-29,Ignore,Tablet
373,4856,22,2026-01-03,Click,Desktop
374,3321,13,2023-06-28,Open,Mobile
375,428,5,2026-03-14,Ignore,Tablet
376,7631,39,2024-11-03,Click,Mobile
377,7587,23,2024-03-07,Ignore,Mobile
378,1478,26,2025-07-11,Ignore,Mobile
379,7037,15,2025-10-20,Ignore,Tablet
380,6074,7,2026-02-15,Open,Tablet
381,697,33,2023-05-23,Ignore,Mobile
382,3814,5,2026-02-05,Ignore,Mobile
383,571,7,2026-03-16,Open,Mobile
384,2301,8,2024-06-04,Ignore,Desktop
385,1776,25,2023-04-13,Ignore,Tablet
386,6876,12,2024-04-15,Ignore,Desktop
387,5920,24,2024-01-02,Ignore,Tablet
388,2809,14,2025-09-18,Ignore,Desktop
389,1223,2,2024-12-17,Click,Desktop
390,5760,7,2026-03-10,Click,Desktop
391,4352,11,2024-08-07,Click,Mobile
392,6225,29,2023-04-03,Open,Mobile
393,1338,8,2024-06-22,Click,Mobile
394,5330,27,2023-02-26,Open,Tablet
395,4082,27,2023-05-05,Open,Tablet
396,7756,29,2023-04-09,Ignore,Desktop
397,5776,27,2023-04-08,Ignore,Mobile
398,7440,29,2023-03-28,Ignore,Mobile
399,313,22,2026-01-27,Click,Desktop
400,7909,2,2024-12-16,Signup,Mobile
401,4545,6,2025-09-02,Click,Mobile
402,608,9,2025-05-23,Signup,Desktop
403,5880,31,2024-09-28,Open,Mobile
404,3903,13,2023-07-24,Ignore,Desktop
405,7049,39,2024-10-09,Signup,Mobile
406,1068,15,2025-10-09,Signup,Tablet
407,588,28,2024-10-13,Open,Mobile
408,6385,38,2024-03-14,Ignore,Mobile
409,6233,22,2026-02-18,Signup,Mobile
410,5279,24,2023-11-29,Open,Tablet
411,2910,15,2025-10-27,Ignore,Tablet
412,5314,26,2025-07-01,Open,Desktop
413,7915,8,2024-07-04,Click,Mobile
414,7919,36,2024-11-24,Click,Mobile
415,2837,22,2026-01-07,Click,Desktop
416,6337,11,2024-07-26,Open,Tablet
417,7521,34,2025-02-24,Open,Tablet
418,3744,17,2024-09-22,Ignore,Tablet
419,6399,38,2024-02-21,Open,Mobile
420,6813,23,2024-02-08,Click,Tablet
421,2178,26,2025-07-03,Open,Tablet
422,6310,1,2025-06-15,Ignore,Tablet
423,7778,23,2023-12-28,Ignore,Mobile
424,442,38,2024-03-16,Ignore,Tablet
425,4954,4,2025-11-15,Open,Mobile
426,6462,3,2023-10-30,Ignore,Tablet
427,5457,6,2025-07-19,Open,Tablet
428,526,8,2024-06-19,Ignore,Desktop
429,3542,14,2025-09-23,Ignore,Desktop
430,7745,31,2024-08-04,Ignore,Desktop
431,2649,33,2023-05-24,Ignore,Tablet
432,6464,24,2023-11-17,Open,Mobile
433,3055,14,2025-09-15,Ignore,Mobile
434,3134,32,2026-03-06,Open,Mobile
435,3267,2,2024-12-05,Ignore,Mobile
436,5505,12,2024-03-08,Ignore,Tablet
437,7173,38,2024-02-07,Open,Tablet
438,3631,8,2024-07-03,Ignore,Tablet
439,4339,3,2023-10-05,Ignore,Mobile
440,1148,36,2024-10-12,Open,Desktop
441,1989,21,2024-10-31,Signup,Desktop
442,774,12,2024-03-26,Ignore,Desktop
443,1109,15,2025-11-03,Signup,Tablet
444,4700,29,2023-04-03,Ignore,Desktop
445,2350,26,2025-08-08,Signup,Desktop
446,6222,21,2024-10-03,Ignore,Desktop
447,7962,20,2023-12-31,Open,Desktop
448,5426,7,2026-03-24,Ignore,Mobile
449,7917,17,2024-10-10,Open,Tablet
450,2343,8,2024-06-27,Ignore,Tablet
451,7490,10,2023-04-06,Click,Tablet
452,7993,38,2024-03-22,Ignore,Tablet
453,6220,28,2024-10-29,Click,Tablet
454,1153,8,2024-04-25,Open,Tablet
455,2406,16,2024-12-22,Click,Tablet
456,1668,21,2024-10-08,Open,Desktop
457,2015,35,2023-02-05,Open,Desktop
458,965,31,2024-08-25,Click,Tablet
459,7842,24,2023-11-28,Ignore,Desktop
460,7866,18,2023-09-09,Open,Tablet
461,5043,29,2023-04-01,Ignore,Mobile
462,3484,16,2024-10-12,Ignore,Desktop
463,3243,14,2025-09-26,Open,Mobile
464,7574,12,2024-04-17,Click,Mobile
465,435,28,2024-10-31,Open,Desktop
466,4084,22,2026-02-09,Ignore,Mobile
467,5614,16,2024-11-03,Ignore,Desktop
468,7212,1,2025-05-17,Ignore,Tablet
469,376,39,2024-08-28,Ignore,Desktop
470,7274,20,2024-01-21,Open,Tablet
471,213,40,2024-02-21,Ignore,Tablet
472,5482,22,2026-01-06,Signup,Mobile
473,3217,13,2023-07-17,Ignore,Mobile
474,2698,35,2023-03-12,Open,Tablet
475,1221,18,2023-08-21,Ignore,Mobile
476,5537,12,2024-03-06,Ignore,Mobile
477,1733,9,2025-05-06,Open,Mobile
478,3148,20,2024-01-08,Click,Tablet
479,4842,27,2023-05-11,Ignore,Desktop
480,4513,24,2023-12-26,Ignore,Mobile
481,7765,37,2025-09-13,Ignore,Tablet
482,6308,10,2023-05-10,Open,Desktop
483,2492,26,2025-07-16,Ignore,Mobile
484,4931,10,2023-04-09,Open,Tablet
485,4280,15,2025-11-02,Ignore,Mobile
486,2803,5,2026-02-17,Open,Mobile
487,1659,17,2024-09-06,Ignore,Mobile
488,1495,23,2024-01-15,Click,Tablet
489,853,15,2025-10-12,Click,Mobile
490,4648,30,2026-01-02,Ignore,Mobile
491,5389,24,2023-11-13,Open,Desktop
492,4490,4,2025-11-20,Ignore,Mobile
493,5798,17,2024-08-25,Ignore,Mobile
494,5151,18,2023-09-14,Open,Mobile
495,5585,23,2024-02-08,Open,Tablet
496,772,11,2024-08-12,Open,Tablet
497,7523,39,2024-09-26,Signup,Mobile
498,4508,22,2026-01-20,Open,Tablet
499,802,7,2026-03-19,Open,Desktop
500,4792,37,2025-08-23,Click,Desktop
501,4204,19,2024-09-24,Signup,Desktop
502,803,25,2023-07-04,Ignore,Tablet
503,3163,9,2025-05-06,Open,Tablet
504,3719,13,2023-07-10,Open,Tablet
505,2476,32,2025-12-09,Signup,Mobile
506,2838,33,2023-05-11,Ignore,Desktop
507,5097,27,2023-04-19,Click,Tablet
508,1516,9,2025-05-31,Open,Desktop
509,110,40,2024-01-14,Ignore,Mobile
510,4511,29,2023-04-10,Click,Desktop
511,3680,13,2023-07-22,Ignore,Mobile
512,3523,13,2023-07-08,Open,Mobile
513,6157,8,2024-07-01,Signup,Mobile
514,4099,24,2023-11-30,Ignore,Desktop
515,4433,1,2025-06-12,Ignore,Desktop
516,2162,24,2023-12-24,Open,Tablet
517,6295,3,2023-10-11,Ignore,Mobile
518,4629,33,2023-06-07,Open,Mobile
519,5140,23,2024-01-28,Click,Mobile
520,417,11,2024-08-06,Ignore,Mobile
521,6413,35,2023-02-25,Ignore,Tablet
522,5762,13,2023-06-02,Open,Mobile
523,5363,14,2025-09-30,Ignore,Mobile
524,6358,13,2023-07-09,Open,Desktop
525,1325,7,2026-03-08,Open,Tablet
526,182,12,2024-02-29,Ignore,Mobile
527,5746,28,2024-10-22,Signup,Desktop
528,6131,1,2025-05-31,Click,Mobile
529,4760,38,2024-02-27,Signup,Mobile
530,4712,25,2023-05-29,Ignore,Desktop
531,2902,21,2024-10-17,Ignore,Tablet
532,7229,2,2024-12-24,Click,Mobile
533,898,9,2025-05-28,Click,Desktop
534,6911,12,2024-04-29,Open,Tablet
535,4131,27,2023-04-11,Open,Mobile
536,5998,35,2023-02-12,Ignore,Mobile
537,7783,28,2024-10-30,Open,Tablet
538,7419,18,2023-08-02,Click,Mobile
539,411,8,2024-06-14,Ignore,Tablet
540,7040,33,2023-05-21,Open,Mobile
541,1259,24,2023-12-24,Open,Tablet
542,1139,24,2023-11-22,Open,Mobile
543,6925,19,2024-08-08,Click,Tablet
544,1797,2,2024-12-04,Ignore,Desktop
545,5419,22,2026-01-31,Ignore,Desktop
546,5331,15,2025-10-11,Signup,Tablet
547,5973,9,2025-05-10,Click,Tablet
548,2113,38,2024-03-01,Ignore,Desktop
549,2618,35,2023-02-15,Ignore,Mobile
550,3811,33,2023-05-21,Open,Desktop
551,2201,36,2024-09-21,Ignore,Desktop
552,2257,10,2023-04-13,Open,Mobile
553,4293,36,2024-11-26,Signup,Desktop
554,466,22,2025-12-30,Signup,Tablet
555,3955,13,2023-06-01,Click,Mobile
556,4612,40,2024-02-25,Ignore,Mobile
557,7294,18,2023-09-11,Open,Tablet
558,780,1,2025-05-12,Ignore,Tablet
559,2501,8,2024-06-22,Ignore,Mobile
560,2212,31,2024-10-15,Signup,Mobile
561,5376,23,2024-02-05,Ignore,Mobile
562,6902,2,2024-12-25,Open,Tablet
563,2008,29,2023-04-08,Signup,Desktop
564,7013,14,2025-09-19,Ignore,Tablet
565,98,10,2023-05-04,Ignore,Tablet
566,2338,37,2025-10-12,Ignore,Desktop
567,2807,26,2025-07-06,Open,Tablet
568,2452,28,2024-11-13,Ignore,Mobile
569,5441,40,2024-02-18,Open,Mobile
570,1778,28,2024-11-26,Open,Mobile
571,2370,22,2026-02-14,Open,Tablet
572,7347,34,2025-02-14,Ignore,Tablet
573,6172,21,2024-11-05,Signup,Tablet
574,76,15,2025-10-30,Signup,Desktop
575,4066,9,2025-05-20,Ignore,Desktop
576,1113,24,2023-11-23,Ignore,Desktop
577,2936,11,2024-07-31,Ignore,Tablet
578,4344,23,2024-01-22,Click,Tablet
579,6917,15,2025-11-02,Open,Tablet
580,3417,10,2023-05-25,Ignore,Mobile
581,1349,27,2023-05-22,Open,Tablet
582,7534,1,2025-07-04,Open,Tablet
583,5416,34,2025-04-04,Signup,Tablet
584,867,28,2024-10-29,Open,Tablet
585,6263,11,2024-09-12,Open,Desktop
586,7051,28,2024-11-10,Ignore,Desktop
587,2415,30,2026-01-14,Open,Mobile
588,5076,7,2026-02-16,Open,Tablet
589,2477,22,2026-02-10,Ignore,Tablet
590,7501,12,2024-04-10,Ignore,Tablet
591,2330,30,2025-12-18,Signup,Desktop
592,6539,4,2025-11-17,Ignore,Tablet
593,7375,40,2024-02-27,Open,Tablet
594,6781,24,2023-12-03,Click,Tablet
595,5856,11,2024-08-25,Ignore,Tablet
596,7487,8,2024-06-26,Click,Desktop
597,7987,8,2024-06-01,Open,Tablet
598,3315,8,2024-06-03,Ignore,Tablet
599,6984,12,2024-03-12,Ignore,Desktop
600,298,8,2024-07-04,Click,Desktop
601,6597,5,2026-03-08,Ignore,Desktop
602,1841,25,2023-05-10,Open,Mobile
603,16,32,2025-12-19,Signup,Mobile
604,763,7,2026-02-26,Open,Desktop
605,418,13,2023-06-23,Ignore,Mobile
606,2862,15,2025-10-17,Click,Mobile
607,3034,34,2025-03-31,Open,Desktop
608,3116,37,2025-09-28,Open,Tablet
609,15,34,2025-03-21,Signup,Tablet
610,3389,40,2024-03-02,Ignore,Mobile
611,1519,24,2023-12-26,Ignore,Tablet
612,215,15,2025-11-13,Ignore,Desktop
613,5021,25,2023-04-29,Signup,Tablet
